Reviewer Name,Review Date,Review Content
,"Updated Aug 22, 2025","Shopee, is one of the most dishonest online shops out there, and for some reason they get away with it.
Counterfeit products.
Defective products you can't return BECAUSE THEIR RETURN S... See more"
,"Mar 3, 2025",Shopee delivery person never delivered my item although status indicated out for delivery three times and delivery attempt failed (3x) when tbe delivery guy never even showed up. Brought this matter t... See more
,"May 29, 2025","Shopee, you are the biggest legalized scam in the e-commerce world.
You built your platform on a win-lose model, where Shopee always wins—and sellers always lose.

You lure buye... See more"
,"Jun 26, 2025","I purchased the product on the 10th, received it on the 12th, tried it on the 13th but couldn't use it due to network problems, clicked the return button on the 14th, mailed it back to the merchant on... See more"
,"Updated Jul 12, 2025","Licenced Loan Shark Shopee is my story.
I have been a long time buyer ever since Covid days. Then they have this instalment payments with zero interest, which I utilise as its gonna be the same p... See more"
,"Mar 22, 2025",Worst return and dispute process ever. Dont ever think customer will win. They will let the seller send back the item as soon as possible
,"Jul 13, 2025",wasnt sure how this thing worked I ordered a item and paid I thought that was that but after a while i received a email about storage costs shortly followed an enormous shipping cost bill The item cos... See more
,"Jul 8, 2025","I am writing to express my frustration…
I am writing to express my frustration regarding the recent banning of my Shopee account, which I have been unable to resolve despite numerous attemp... See more"
,"Oct 9, 2025","I’m absolutely furious and disgusted at how Shopee has handled my return. I scheduled a return for a heavy chair on 30th July 2025 for pickup on the 1st August 2025.   

Every day fr... See more"
,"Jul 14, 2024",shopee is great! got 0% interest for Air conditioner Inverter! pay for 6 months
,"Jul 9, 2024",
,"Jun 21, 2024","When ordering an item I put in my card details to pay online, and it accepted it but now has changed to cash on delivery. I cannot pay cash on delivery because i need to pay with my company card and I can't manage to get anyone to assist me in changing this. To talk to someone I need to download the app which I cannot do as my app store is set to another country."
,"Jun 15, 2024",This site has been blasting out their ads at every opportunity everywhere! It's extremely irritating. Shopee ads are popping up all over the place. It's a nuisance. I'm sure it will now have a negative reaction.Consumers know were and what to buy. But an ad purely with only the brand on screen doesn't create desire.Now...I'm doing my best not to shop at their site!
,"Jun 9, 2024",THE WORST PLATFORM & CUSTOMER SERVICE I EVER KNOW WOOHOOOOOOOO SHAME ON YALLused to be good but thats history. now ba bi
,"May 14, 2024","Buyer request return/refund due to change of mind ,and return shipping charges on seller ,2nd Courier throw buyer parcel at buyer carposh and without informing buyer ,buyer didn’t notice the parcel on floor and parcel item got damage due to buyer reverse his/her car and Tyre ran on the parcel ,we dispute by submitted all required and screenshot buyer admitted she/he ran on the parcel but got rejected ,send an email (twice) but no reply from shopee2404160UYT6HTNKwhat kind of policy of this ?Taking commission charges from seller from 7-13% from our product ,but return shipping bear by seller I would give mines 10  ⭐️ if there’s an option Please update your policy ,you guys taking commission charges on us by selling on your platform Lousy policy"
,"May 7, 2024","By far, the worst on-line platform in existence. Useless to the core. Almost all “ branded” items are pure fake, everything else super low quality, exceptionally slow delivery for everything “local”. Sometimes quicker to ship from overseas! Mobile App the most confusing, un-user friendly creation I’ve ever encountered. Designed by the most seriously stupid team ever, over engineered confusing nonsense. Most delivery options pathetic, lazy, often rude delivery people. Several items supposedly delivered to my address, items never arrived, no photos sent to me after Shopee alert(s) claiming successful delivery. Tried to challenge Shopee on all occasions, lost my money and items every time I made a complaint, reasons given by Shopee outright lies. Their dispute team are a bunch of imbeciles, every Shopee employee as thick as a submarine door, no clue, no help, repeating the obvious over and over but get the same dumb questions and answers. Shame on Shopee, 3rd World App and service. Avoid these amateurs at all costs."
,"Apr 29, 2024","-Platform turns laggy and crush from time to time, especially during night time-Poor server supported from Shopee-Teams are incapable of solving the problems encountered by users"
,"Apr 25, 2024","I was flagged by shopeepay for verification. According to Jeremy Jaime, their person to handle DTI complaints, is that it is that the  bangko sentral initiates verification and not them which is very questionable. First my cash ins are measly ammount 2k to 3k and all disbursed to paying orders made through shopee. Second I am not a financial institution and the BSP's jurisdiction are bank regulations. Even with anti money laundering checks I was only cashing in for 2k and 3k and disbursed through order payments. The reason for this is so that they could get your BANK DETAILS during the verification process. I stood my ground and never gave it until they told me you can give your GCASH details. Now I have left shopee altogetther. Even GCASH has not asked me for bank details and it is a more robust E-wallet then shopeepay. SO be careful, do not give your bank details as it is your right to not divulge your bank details."
,"Apr 23, 2024","I have ordered something and at the date of delivery, it was returned to the seller from the first delivery attempt because the delivery guy called me one time and couldn't call him back because i was in a lecture. When I tried to contact him after that, he ignored me. Another order with another problem that should have been delivered on the 21st of April had two delivery attempts without anyone contacting me and the second one was today. This is the worst customer service ever."
,"Apr 22, 2024","I have overdue in my seller wallet due to a buyer refunded and charged me on shipping fee rough RM9. so i want to pay using shopee pay to clear it. More than 2 weeks, they can't provide any solutions on how i can settle the overdue amount and no payment methods. All the agents marked SOLVED but actually never solve. How ridiculous your company - brainless management cant even think of solving problems."
,"Apr 19, 2024",Shopee's dispute team is lying with open eyes. I have great doubts about your neutrality.
,"Apr 12, 2024","They have a way to manipulate the system and are waiting for me to deposit more money in to fulfil pending orders. Their Customer Service do not help and work with Shopee to frustrate all your enquiries and they offer no solutions to any enquiries you make. Their user interface is very restricted and they control everything behind the scenes as you can not control anything as the seller. If an order is not processed within 72 hours they will freeze your shop and have to pay 1001USDT fo re-open it , but still even after paying the money you Shopee Wallet will only be unfrozen after 3 days. Even if you want to withdraw the money they will make sure you won't get any access and if you happen to have any money in the wallet and there is a pending order to be fulfilled , they won't let you withdraw anything. I am sure their systemis more of a Task Scam. They will bleed you dry and take every penny out of you. I am convinced I won't see any penny and I have to accept that my money is gone. AVOID!Date of experience: April 2024________________________________________"
,"Apr 4, 2024","My order #2403275YDGK126 is a golf range finder Mileseey model PF2E, but was delivered Mileseey model PF210.Please arrange to send me the correct model.RegardsJoseph"
,"Apr 4, 2024",like Lazada...mostly scam.  Send message to me say product delivered..but I'm home..no phone call to say product here..no contact name for delivery man.  You use this company you a BIGGER fool than me.
,"Mar 18, 2024","Very bad app, a lot of bugs, also customers support very bad, very under invest. Want to download invoice also difficult, app keep saying sent to email, but actually is cheating."
,"Mar 9, 2024","Shopee really worst service, I have received all 4 items with dent, damage and missing part. Request refund and take photo as proof but ask me return according the date. Already told seller and shopee that now I'm travelling how to return the items. Seller push all responsibility to shopee and shopee said the seller is from oversea must return items to warehouse. I purchase so many times non of this happen before.... Don't ever believe safety guarantee by shopee all bluff and lying... Shopee is not a good platform"
,"Feb 22, 2024","I trusted their guarantee. But it is all a lie. Shopee is full of scam sites with guarantees but even though you flag them, they are not taken down. Shopee is a front for fake sites selling fake items. Don't buy from them. There is no protection."
,"Feb 15, 2024","Site says you can log via phone or email.  FALSE.  And why do that?  Checkout forces me to confirm my phone, but will not not send a verification code.  Therefore, NO PURCHASE."
,"Feb 15, 2024","Refund? Customer services? never heard of that..knockoff product? counterfeit items? reselling stolen account? yes, yes, they allowed it.."
